k,timestamp,load_p_kw,poa_irradiance_w_m2,temp_air_c,quality,bess_1.available,dg_1.available,grid_1.available,pv_1.available
572,2026-03-06T23:00:00+05:30,358.36,0.0,25.188,synthetic,True,True,True,True
573,2026-03-06T23:15:00+05:30,365.991,0.0,24.64,synthetic,True,True,True,True
574,2026-03-06T23:30:00+05:30,370.282,0.0,24.724,synthetic,True,True,True,True
575,2026-03-06T23:45:00+05:30,372.135,0.0,24.568,synthetic,True,True,True,True
576,2026-03-07T00:00:00+05:30,383.391,0.0,24.196,synthetic,True,True,True,True
577,2026-03-07T00:15:00+05:30,389.55,0.0,23.691,synthetic,True,True,True,True
578,2026-03-07T00:30:00+05:30,396.604,0.0,23.494,synthetic,True,True,True,True
579,2026-03-07T00:45:00+05:30,388.126,0.0,23.483,synthetic,True,True,True,True
580,2026-03-07T01:00:00+05:30,380.12,0.0,22.724,synthetic,True,True,True,True
581,2026-03-07T01:15:00+05:30,370.661,0.0,21.873,synthetic,True,True,True,True
582,2026-03-07T01:30:00+05:30,396.757,0.0,21.859,synthetic,True,True,True,True
583,2026-03-07T01:45:00+05:30,401.692,0.0,21.86,synthetic,True,True,True,True
584,2026-03-07T02:00:00+05:30,401.226,0.0,21.756,synthetic,True,True,True,True
585,2026-03-07T02:15:00+05:30,411.157,0.0,21.65,synthetic,True,True,True,True
586,2026-03-07T02:30:00+05:30,397.286,0.0,21.668,synthetic,True,True,True,True
587,2026-03-07T02:45:00+05:30,427.609,0.0,21.851,synthetic,True,True,True,True
588,2026-03-07T03:00:00+05:30,418.022,0.0,22.289,synthetic,True,True,True,True
589,2026-03-07T03:15:00+05:30,414.576,0.0,21.743,synthetic,True,True,True,True
590,2026-03-07T03:30:00+05:30,408.564,0.0,21.802,synthetic,True,True,True,True
591,2026-03-07T03:45:00+05:30,380.66,0.0,22.038,synthetic,True,True,True,True
592,2026-03-07T04:00:00+05:30,372.942,0.0,22.428,synthetic,True,True,True,True
593,2026-03-07T04:15:00+05:30,376.336,0.0,22.528,synthetic,True,True,True,True
594,2026-03-07T04:30:00+05:30,367.181,0.0,23.102,synthetic,True,True,True,True
595,2026-03-07T04:45:00+05:30,358.959,0.0,22.536,synthetic,True,True,True,True
596,2026-03-07T05:00:00+05:30,377.3,0.0,22.674,synthetic,True,True,True,True
597,2026-03-07T05:15:00+05:30,371.574,0.0,22.613,synthetic,True,True,True,True
598,2026-03-07T05:30:00+05:30,384.37,0.0,22.407,synthetic,True,True,True,True
599,2026-03-07T05:45:00+05:30,358.658,0.0,23.157,synthetic,True,True,True,True
600,2026-03-07T06:00:00+05:30,509.148,0.0,23.587,synthetic,True,True,True,True
601,2026-03-07T06:15:00+05:30,515.266,0.0,23.089,synthetic,True,True,True,True
602,2026-03-07T06:30:00+05:30,516.864,1.258,23.029,synthetic,True,True,True,True
603,2026-03-07T06:45:00+05:30,532.526,23.522,23.614,synthetic,True,True,True,True
604,2026-03-07T07:00:00+05:30,531.841,67.498,24.53,synthetic,True,True,True,True
605,2026-03-07T07:15:00+05:30,513.422,116.577,25.44,synthetic,True,True,True,True
606,2026-03-07T07:30:00+05:30,516.216,168.22,25.284,synthetic,True,True,True,True
607,2026-03-07T07:45:00+05:30,510.246,220.262,25.0,synthetic,True,True,True,True
608,2026-03-07T08:00:00+05:30,530.309,286.063,25.979,synthetic,True,True,True,True
609,2026-03-07T08:15:00+05:30,523.071,327.153,26.475,synthetic,True,True,True,True
610,2026-03-07T08:30:00+05:30,521.252,381.878,27.121,synthetic,True,True,True,True
611,2026-03-07T08:45:00+05:30,513.408,439.035,27.367,synthetic,True,True,True,True
612,2026-03-07T09:00:00+05:30,529.627,488.464,28.335,synthetic,True,True,True,True
613,2026-03-07T09:15:00+05:30,550.504,543.332,29.057,synthetic,True,True,True,True
614,2026-03-07T09:30:00+05:30,566.631,594.185,29.778,synthetic,True,True,True,True
615,2026-03-07T09:45:00+05:30,576.565,638.521,29.686,synthetic,True,True,True,True
616,2026-03-07T10:00:00+05:30,429.663,659.137,30.334,synthetic,True,True,True,True
617,2026-03-07T10:15:00+05:30,410.624,723.087,31.218,synthetic,True,True,True,True
618,2026-03-07T10:30:00+05:30,410.078,731.416,31.618,synthetic,True,True,True,True
619,2026-03-07T10:45:00+05:30,397.587,763.631,32.221,synthetic,True,True,True,True
620,2026-03-07T11:00:00+05:30,390.576,815.472,31.741,synthetic,True,True,True,True
621,2026-03-07T11:15:00+05:30,388.719,838.091,32.326,synthetic,True,True,True,True
622,2026-03-07T11:30:00+05:30,379.194,835.794,32.77,synthetic,True,True,True,True
623,2026-03-07T11:45:00+05:30,371.311,859.547,33.394,synthetic,True,True,True,True
624,2026-03-07T12:00:00+05:30,378.563,844.063,33.859,synthetic,True,True,True,True
625,2026-03-07T12:15:00+05:30,401.079,854.206,34.425,synthetic,True,True,True,True
626,2026-03-07T12:30:00+05:30,403.192,867.104,34.044,synthetic,True,True,True,True
627,2026-03-07T12:45:00+05:30,394.984,853.308,34.058,synthetic,True,True,True,True
628,2026-03-07T13:00:00+05:30,396.17,880.669,33.65,synthetic,True,True,True,True
629,2026-03-07T13:15:00+05:30,388.772,894.066,34.105,synthetic,True,True,True,True
630,2026-03-07T13:30:00+05:30,359.571,860.125,34.102,synthetic,True,True,True,True
631,2026-03-07T13:45:00+05:30,350.388,799.449,33.831,synthetic,True,True,True,True
632,2026-03-07T14:00:00+05:30,339.305,806.794,33.853,synthetic,True,True,True,True
633,2026-03-07T14:15:00+05:30,348.552,760.245,33.954,synthetic,True,True,True,True
634,2026-03-07T14:30:00+05:30,377.237,755.468,33.636,synthetic,True,True,True,True
635,2026-03-07T14:45:00+05:30,375.68,700.0,33.419,synthetic,True,True,True,True
636,2026-03-07T15:00:00+05:30,377.703,664.708,33.664,synthetic,True,True,True,True
637,2026-03-07T15:15:00+05:30,362.527,607.739,33.271,synthetic,True,True,True,True
638,2026-03-07T15:30:00+05:30,390.306,543.099,33.348,synthetic,True,True,True,True
639,2026-03-07T15:45:00+05:30,391.852,482.404,33.167,synthetic,True,True,True,True
640,2026-03-07T16:00:00+05:30,422.001,433.596,33.968,synthetic,True,True,True,True
641,2026-03-07T16:15:00+05:30,430.699,396.377,34.329,synthetic,True,True,True,True
642,2026-03-07T16:30:00+05:30,434.725,321.184,33.43,synthetic,True,True,True,True
643,2026-03-07T16:45:00+05:30,431.304,281.679,33.618,synthetic,True,True,True,True
644,2026-03-07T17:00:00+05:30,448.78,218.179,33.352,synthetic,True,True,True,True
645,2026-03-07T17:15:00+05:30,432.813,165.98,33.332,synthetic,True,True,True,True
646,2026-03-07T17:30:00+05:30,427.686,109.398,33.762,synthetic,True,True,True,True
647,2026-03-07T17:45:00+05:30,422.7,54.728,33.969,synthetic,True,True,True,True
648,2026-03-07T18:00:00+05:30,554.259,13.484,33.796,synthetic,True,True,True,True
649,2026-03-07T18:15:00+05:30,573.146,0.121,33.464,synthetic,True,True,True,True
650,2026-03-07T18:30:00+05:30,559.816,0.0,33.393,synthetic,True,True,True,True
651,2026-03-07T18:45:00+05:30,548.163,0.0,33.751,synthetic,True,True,True,True
652,2026-03-07T19:00:00+05:30,553.557,0.0,33.599,synthetic,True,True,True,True
653,2026-03-07T19:15:00+05:30,529.28,0.0,32.925,synthetic,True,True,True,True
654,2026-03-07T19:30:00+05:30,529.81,0.0,32.293,synthetic,True,True,True,True
655,2026-03-07T19:45:00+05:30,520.285,0.0,31.781,synthetic,True,True,True,True
656,2026-03-07T20:00:00+05:30,516.023,0.0,30.312,synthetic,True,True,True,True
657,2026-03-07T20:15:00+05:30,501.994,0.0,30.014,synthetic,True,True,True,True
658,2026-03-07T20:30:00+05:30,514.019,0.0,29.539,synthetic,True,True,True,True
659,2026-03-07T20:45:00+05:30,523.941,0.0,29.158,synthetic,True,True,True,True
660,2026-03-07T21:00:00+05:30,560.625,0.0,28.678,synthetic,True,True,True,True
661,2026-03-07T21:15:00+05:30,533.502,0.0,28.153,synthetic,True,True,True,True
662,2026-03-07T21:30:00+05:30,568.15,0.0,27.801,synthetic,True,True,True,True
663,2026-03-07T21:45:00+05:30,553.045,0.0,27.332,synthetic,True,True,True,True
664,2026-03-07T22:00:00+05:30,428.974,0.0,27.062,synthetic,True,True,True,True
665,2026-03-07T22:15:00+05:30,401.027,0.0,26.568,synthetic,True,True,True,True
666,2026-03-07T22:30:00+05:30,420.268,0.0,26.484,synthetic,True,True,True,True
667,2026-03-07T22:45:00+05:30,404.402,0.0,26.103,synthetic,True,True,True,True
668,2026-03-07T23:00:00+05:30,392.669,0.0,26.451,synthetic,True,True,True,True
669,2026-03-07T23:15:00+05:30,376.739,0.0,25.662,synthetic,True,True,True,True
670,2026-03-07T23:30:00+05:30,376.208,0.0,26.047,synthetic,True,True,True,True
671,2026-03-07T23:45:00+05:30,374.634,0.0,25.265,synthetic,True,True,True,True
672,2026-03-08T00:00:00+05:30,358.693,0.0,26.053,synthetic,True,True,True,True
673,2026-03-08T00:15:00+05:30,372.506,0.0,25.76,synthetic,True,True,True,True
674,2026-03-08T00:30:00+05:30,368.292,0.0,25.573,synthetic,True,True,True,True
675,2026-03-08T00:45:00+05:30,374.295,0.0,26.091,synthetic,True,True,True,True
676,2026-03-08T01:00:00+05:30,387.537,0.0,26.645,synthetic,True,True,True,True
677,2026-03-08T01:15:00+05:30,403.298,0.0,26.793,synthetic,True,True,True,True
678,2026-03-08T01:30:00+05:30,413.512,0.0,27.303,synthetic,True,True,True,True
679,2026-03-08T01:45:00+05:30,402.729,0.0,27.001,synthetic,True,True,True,True
680,2026-03-08T02:00:00+05:30,410.114,0.0,27.264,synthetic,True,True,True,True
681,2026-03-08T02:15:00+05:30,418.851,0.0,27.444,synthetic,True,True,True,True
682,2026-03-08T02:30:00+05:30,445.753,0.0,26.635,synthetic,True,True,True,True
683,2026-03-08T02:45:00+05:30,446.11,0.0,26.286,synthetic,True,True,True,True
684,2026-03-08T03:00:00+05:30,437.619,0.0,26.175,synthetic,True,True,True,True
685,2026-03-08T03:15:00+05:30,424.333,0.0,25.596,synthetic,True,True,True,True
686,2026-03-08T03:30:00+05:30,435.345,0.0,25.185,synthetic,True,True,True,True
687,2026-03-08T03:45:00+05:30,451.384,0.0,25.287,synthetic,True,True,True,True
688,2026-03-08T04:00:00+05:30,447.257,0.0,24.803,synthetic,True,True,True,True
689,2026-03-08T04:15:00+05:30,422.238,0.0,25.082,synthetic,True,True,True,True
690,2026-03-08T04:30:00+05:30,420.055,0.0,25.0,synthetic,True,True,True,True
691,2026-03-08T04:45:00+05:30,420.748,0.0,25.066,synthetic,True,True,True,True
692,2026-03-08T05:00:00+05:30,418.938,0.0,25.193,synthetic,True,True,True,True
693,2026-03-08T05:15:00+05:30,417.841,0.0,24.849,synthetic,True,True,True,True
694,2026-03-08T05:30:00+05:30,413.014,0.0,24.606,synthetic,True,True,True,True
695,2026-03-08T05:45:00+05:30,397.155,0.0,24.224,synthetic,True,True,True,True
696,2026-03-08T06:00:00+05:30,531.241,0.0,23.937,synthetic,True,True,True,True
697,2026-03-08T06:15:00+05:30,515.648,0.0,24.47,synthetic,True,True,True,True
698,2026-03-08T06:30:00+05:30,505.326,1.556,24.582,synthetic,True,True,True,True
699,2026-03-08T06:45:00+05:30,526.409,23.984,25.192,synthetic,True,True,True,True
700,2026-03-08T07:00:00+05:30,530.2,68.696,25.622,synthetic,True,True,True,True
701,2026-03-08T07:15:00+05:30,556.555,129.833,24.814,synthetic,True,True,True,True
702,2026-03-08T07:30:00+05:30,552.587,189.943,24.995,synthetic,True,True,True,True
703,2026-03-08T07:45:00+05:30,568.294,248.214,26.016,synthetic,True,True,True,True
704,2026-03-08T08:00:00+05:30,550.825,312.579,26.794,synthetic,True,True,True,True
705,2026-03-08T08:15:00+05:30,531.401,383.356,27.205,synthetic,True,True,True,True
706,2026-03-08T08:30:00+05:30,495.074,441.663,28.175,synthetic,True,True,True,True
707,2026-03-08T08:45:00+05:30,492.587,493.236,29.213,synthetic,True,True,True,True
708,2026-03-08T09:00:00+05:30,460.88,536.213,29.937,synthetic,True,True,True,True
709,2026-03-08T09:15:00+05:30,471.516,588.903,29.987,synthetic,True,True,True,True
710,2026-03-08T09:30:00+05:30,477.911,636.723,29.76,synthetic,True,True,True,True
711,2026-03-08T09:45:00+05:30,471.639,650.338,29.287,synthetic,True,True,True,True
712,2026-03-08T10:00:00+05:30,338.352,635.049,29.586,synthetic,True,True,True,True
713,2026-03-08T10:15:00+05:30,336.724,695.025,29.169,synthetic,True,True,True,True
714,2026-03-08T10:30:00+05:30,378.9,690.686,29.263,synthetic,True,True,True,True
715,2026-03-08T10:45:00+05:30,394.26,728.957,29.777,synthetic,True,True,True,True
716,2026-03-08T11:00:00+05:30,401.134,733.121,31.054,synthetic,True,True,True,True
717,2026-03-08T11:15:00+05:30,409.365,739.037,31.549,synthetic,True,True,True,True
718,2026-03-08T11:30:00+05:30,392.814,694.522,31.886,synthetic,True,True,True,True
719,2026-03-08T11:45:00+05:30,387.036,692.33,32.51,synthetic,True,True,True,True
720,2026-03-08T12:00:00+05:30,378.826,730.449,32.529,synthetic,True,True,True,True
721,2026-03-08T12:15:00+05:30,372.054,718.198,32.52,synthetic,True,True,True,True
722,2026-03-08T12:30:00+05:30,372.857,736.204,33.109,synthetic,True,True,True,True
723,2026-03-08T12:45:00+05:30,384.451,728.788,33.092,synthetic,True,True,True,True
724,2026-03-08T13:00:00+05:30,390.429,732.818,33.115,synthetic,True,True,True,True
725,2026-03-08T13:15:00+05:30,378.989,714.314,33.339,synthetic,True,True,True,True
726,2026-03-08T13:30:00+05:30,377.146,781.431,33.509,synthetic,True,True,True,True
727,2026-03-08T13:45:00+05:30,383.006,772.211,34.426,synthetic,True,True,True,True
728,2026-03-08T14:00:00+05:30,404.231,737.063,34.068,synthetic,True,True,True,True
729,2026-03-08T14:15:00+05:30,406.519,718.558,34.117,synthetic,True,True,True,True
730,2026-03-08T14:30:00+05:30,400.355,625.54,34.596,synthetic,True,True,True,True
731,2026-03-08T14:45:00+05:30,392.611,605.111,34.579,synthetic,True,True,True,True
732,2026-03-08T15:00:00+05:30,403.868,582.755,34.067,synthetic,True,True,True,True
733,2026-03-08T15:15:00+05:30,387.871,565.085,34.213,synthetic,True,True,True,True
734,2026-03-08T15:30:00+05:30,387.925,550.135,34.411,synthetic,True,True,True,True
735,2026-03-08T15:45:00+05:30,414.184,514.358,34.298,synthetic,True,True,True,True
736,2026-03-08T16:00:00+05:30,414.915,474.097,34.188,synthetic,True,True,True,True
737,2026-03-08T16:15:00+05:30,409.86,401.304,33.717,synthetic,True,True,True,True
738,2026-03-08T16:30:00+05:30,403.069,335.717,34.275,synthetic,True,True,True,True
739,2026-03-08T16:45:00+05:30,413.99,285.677,34.136,synthetic,True,True,True,True
740,2026-03-08T17:00:00+05:30,408.565,221.571,34.399,synthetic,True,True,True,True
741,2026-03-08T17:15:00+05:30,407.294,163.628,34.579,synthetic,True,True,True,True
742,2026-03-08T17:30:00+05:30,405.035,103.054,33.542,synthetic,True,True,True,True
743,2026-03-08T17:45:00+05:30,380.469,51.095,33.495,synthetic,True,True,True,True
744,2026-03-08T18:00:00+05:30,518.29,13.046,33.029,synthetic,True,True,True,True
745,2026-03-08T18:15:00+05:30,510.396,0.124,33.16,synthetic,True,True,True,True
746,2026-03-08T18:30:00+05:30,508.341,0.0,33.034,synthetic,True,True,True,True
747,2026-03-08T18:45:00+05:30,513.192,0.0,32.754,synthetic,True,True,True,True
748,2026-03-08T19:00:00+05:30,525.038,0.0,32.427,synthetic,True,True,True,True
749,2026-03-08T19:15:00+05:30,514.068,0.0,31.737,synthetic,True,True,True,True
750,2026-03-08T19:30:00+05:30,529.367,0.0,30.104,synthetic,True,True,True,True
751,2026-03-08T19:45:00+05:30,534.742,0.0,30.091,synthetic,True,True,True,True
752,2026-03-08T20:00:00+05:30,541.016,0.0,29.373,synthetic,True,True,True,True
753,2026-03-08T20:15:00+05:30,529.707,0.0,29.152,synthetic,True,True,True,True
754,2026-03-08T20:30:00+05:30,553.448,0.0,28.77,synthetic,True,True,True,True
755,2026-03-08T20:45:00+05:30,565.978,0.0,28.748,synthetic,True,True,True,True
756,2026-03-08T21:00:00+05:30,563.328,0.0,28.464,synthetic,True,True,True,True
757,2026-03-08T21:15:00+05:30,560.339,0.0,27.537,synthetic,True,True,True,True
758,2026-03-08T21:30:00+05:30,551.373,0.0,27.457,synthetic,True,True,True,True
759,2026-03-08T21:45:00+05:30,524.582,0.0,26.441,synthetic,True,True,True,True
760,2026-03-08T22:00:00+05:30,396.246,0.0,27.157,synthetic,True,True,True,True
761,2026-03-08T22:15:00+05:30,400.912,0.0,26.858,synthetic,True,True,True,True
762,2026-03-08T22:30:00+05:30,416.278,0.0,26.47,synthetic,True,True,True,True
763,2026-03-08T22:45:00+05:30,423.597,0.0,26.119,synthetic,True,True,True,True
764,2026-03-08T23:00:00+05:30,404.752,0.0,25.882,synthetic,True,True,True,True
765,2026-03-08T23:15:00+05:30,398.977,0.0,25.405,synthetic,True,True,True,True
766,2026-03-08T23:30:00+05:30,395.534,0.0,24.416,synthetic,True,True,True,True
767,2026-03-08T23:45:00+05:30,383.993,0.0,24.288,synthetic,True,True,True,True
768,2026-03-09T00:00:00+05:30,388.853,0.0,24.329,synthetic,True,True,True,True
769,2026-03-09T00:15:00+05:30,399.785,0.0,23.872,synthetic,True,True,True,True
770,2026-03-09T00:30:00+05:30,382.932,0.0,23.669,synthetic,True,True,True,True
771,2026-03-09T00:45:00+05:30,370.834,0.0,24.16,synthetic,True,True,True,True
772,2026-03-09T01:00:00+05:30,372.657,0.0,24.197,synthetic,True,True,True,True
773,2026-03-09T01:15:00+05:30,361.582,0.0,24.254,synthetic,True,True,True,True
774,2026-03-09T01:30:00+05:30,350.101,0.0,24.245,synthetic,True,True,True,True
775,2026-03-09T01:45:00+05:30,385.487,0.0,23.694,synthetic,True,True,True,True
776,2026-03-09T02:00:00+05:30,386.46,0.0,24.684,synthetic,True,True,True,True
777,2026-03-09T02:15:00+05:30,388.162,0.0,24.319,synthetic,True,True,True,True
778,2026-03-09T02:30:00+05:30,393.478,0.0,24.269,synthetic,True,True,True,True
779,2026-03-09T02:45:00+05:30,385.922,0.0,24.225,synthetic,True,True,True,True
780,2026-03-09T03:00:00+05:30,370.815,0.0,24.083,synthetic,True,True,True,True
781,2026-03-09T03:15:00+05:30,383.195,0.0,23.841,synthetic,True,True,True,True
782,2026-03-09T03:30:00+05:30,397.347,0.0,24.609,synthetic,True,True,True,True
783,2026-03-09T03:45:00+05:30,412.165,0.0,25.178,synthetic,True,True,True,True
784,2026-03-09T04:00:00+05:30,431.181,0.0,25.296,synthetic,True,True,True,True
785,2026-03-09T04:15:00+05:30,433.07,0.0,24.947,synthetic,True,True,True,True
786,2026-03-09T04:30:00+05:30,432.269,0.0,25.437,synthetic,True,True,True,True
787,2026-03-09T04:45:00+05:30,426.228,0.0,25.692,synthetic,True,True,True,True
788,2026-03-09T05:00:00+05:30,420.111,0.0,25.104,synthetic,True,True,True,True
789,2026-03-09T05:15:00+05:30,446.855,0.0,25.765,synthetic,True,True,True,True
790,2026-03-09T05:30:00+05:30,418.819,0.0,25.827,synthetic,True,True,True,True
791,2026-03-09T05:45:00+05:30,405.644,0.0,26.114,synthetic,True,True,True,True
792,2026-03-09T06:00:00+05:30,689.278,0.0,26.097,synthetic,True,True,True,True
793,2026-03-09T06:15:00+05:30,701.997,0.0,25.927,synthetic,True,True,True,True
794,2026-03-09T06:30:00+05:30,696.555,1.898,26.459,synthetic,True,True,True,True
795,2026-03-09T06:45:00+05:30,689.332,25.71,26.949,synthetic,True,True,True,True
796,2026-03-09T07:00:00+05:30,662.198,68.628,26.999,synthetic,True,True,True,True
797,2026-03-09T07:15:00+05:30,681.224,126.937,27.329,synthetic,True,True,True,True
798,2026-03-09T07:30:00+05:30,668.968,182.329,27.648,synthetic,True,True,True,True
799,2026-03-09T07:45:00+05:30,650.271,233.737,28.251,synthetic,True,True,True,True
800,2026-03-09T08:00:00+05:30,656.72,299.004,28.988,synthetic,True,True,True,True
801,2026-03-09T08:15:00+05:30,641.306,361.35,29.2,synthetic,True,True,True,True
802,2026-03-09T08:30:00+05:30,669.373,422.791,29.502,synthetic,True,True,True,True
803,2026-03-09T08:45:00+05:30,696.112,486.205,29.784,synthetic,True,True,True,True
804,2026-03-09T09:00:00+05:30,685.245,537.206,29.447,synthetic,True,True,True,True
805,2026-03-09T09:15:00+05:30,688.177,604.159,29.383,synthetic,True,True,True,True
806,2026-03-09T09:30:00+05:30,721.063,665.154,29.393,synthetic,True,True,True,True
807,2026-03-09T09:45:00+05:30,705.057,701.537,29.257,synthetic,True,True,True,True
808,2026-03-09T10:00:00+05:30,409.023,725.934,29.11,synthetic,True,True,True,True
809,2026-03-09T10:15:00+05:30,427.082,783.055,29.632,synthetic,True,True,True,True
810,2026-03-09T10:30:00+05:30,412.121,808.668,30.003,synthetic,True,True,True,True
811,2026-03-09T10:45:00+05:30,405.731,828.362,29.567,synthetic,True,True,True,True
812,2026-03-09T11:00:00+05:30,430.359,867.498,30.358,synthetic,True,True,True,True
813,2026-03-09T11:15:00+05:30,453.157,849.445,30.43,synthetic,True,True,True,True
814,2026-03-09T11:30:00+05:30,449.278,841.057,31.029,synthetic,True,True,True,True
815,2026-03-09T11:45:00+05:30,454.606,852.835,32.13,synthetic,True,True,True,True
816,2026-03-09T12:00:00+05:30,444.953,866.542,32.02,synthetic,True,True,True,True
817,2026-03-09T12:15:00+05:30,431.376,875.043,32.569,synthetic,True,True,True,True
818,2026-03-09T12:30:00+05:30,439.482,927.568,33.157,synthetic,True,True,True,True
819,2026-03-09T12:45:00+05:30,426.208,943.537,33.647,synthetic,True,True,True,True
820,2026-03-09T13:00:00+05:30,404.057,919.551,33.891,synthetic,True,True,True,True
821,2026-03-09T13:15:00+05:30,405.261,880.696,33.804,synthetic,True,True,True,True
822,2026-03-09T13:30:00+05:30,405.764,850.646,34.302,synthetic,True,True,True,True
823,2026-03-09T13:45:00+05:30,383.284,793.735,34.333,synthetic,True,True,True,True
824,2026-03-09T14:00:00+05:30,382.157,737.62,34.668,synthetic,True,True,True,True
825,2026-03-09T14:15:00+05:30,384.455,771.559,34.098,synthetic,True,True,True,True
826,2026-03-09T14:30:00+05:30,368.704,717.464,34.038,synthetic,True,True,True,True
827,2026-03-09T14:45:00+05:30,377.655,655.886,33.605,synthetic,True,True,True,True
828,2026-03-09T15:00:00+05:30,383.55,626.97,33.807,synthetic,True,True,True,True
829,2026-03-09T15:15:00+05:30,393.662,586.111,33.928,synthetic,True,True,True,True
830,2026-03-09T15:30:00+05:30,403.732,542.54,33.98,synthetic,True,True,True,True
831,2026-03-09T15:45:00+05:30,401.661,493.234,34.095,synthetic,True,True,True,True
832,2026-03-09T16:00:00+05:30,410.957,451.92,34.555,synthetic,True,True,True,True
833,2026-03-09T16:15:00+05:30,407.272,423.572,34.308,synthetic,True,True,True,True
834,2026-03-09T16:30:00+05:30,408.519,365.424,34.109,synthetic,True,True,True,True
835,2026-03-09T16:45:00+05:30,378.193,306.736,34.085,synthetic,True,True,True,True
836,2026-03-09T17:00:00+05:30,401.341,236.849,34.064,synthetic,True,True,True,True
837,2026-03-09T17:15:00+05:30,389.862,175.718,34.181,synthetic,True,True,True,True
838,2026-03-09T17:30:00+05:30,388.425,112.308,33.795,synthetic,True,True,True,True
839,2026-03-09T17:45:00+05:30,393.14,54.575,33.481,synthetic,True,True,True,True
840,2026-03-09T18:00:00+05:30,643.016,13.612,33.182,synthetic,True,True,True,True
841,2026-03-09T18:15:00+05:30,678.319,0.139,32.557,synthetic,True,True,True,True
842,2026-03-09T18:30:00+05:30,673.531,0.0,32.516,synthetic,True,True,True,True
843,2026-03-09T18:45:00+05:30,689.959,0.0,32.076,synthetic,True,True,True,True
844,2026-03-09T19:00:00+05:30,667.293,0.0,31.607,synthetic,True,True,True,True
845,2026-03-09T19:15:00+05:30,704.68,0.0,31.456,synthetic,True,True,True,True
846,2026-03-09T19:30:00+05:30,699.146,0.0,31.751,synthetic,True,True,True,True
847,2026-03-09T19:45:00+05:30,675.287,0.0,31.179,synthetic,True,True,True,True
848,2026-03-09T20:00:00+05:30,635.141,0.0,30.756,synthetic,True,True,True,True
849,2026-03-09T20:15:00+05:30,645.218,0.0,31.194,synthetic,True,True,True,True
850,2026-03-09T20:30:00+05:30,662.268,0.0,30.486,synthetic,True,True,True,True
851,2026-03-09T20:45:00+05:30,656.604,0.0,29.903,synthetic,True,True,True,True
852,2026-03-09T21:00:00+05:30,646.434,0.0,29.743,synthetic,True,True,True,True
853,2026-03-09T21:15:00+05:30,704.296,0.0,30.203,synthetic,True,True,True,True
854,2026-03-09T21:30:00+05:30,715.229,0.0,29.532,synthetic,True,True,True,True
855,2026-03-09T21:45:00+05:30,738.657,0.0,28.253,synthetic,True,True,True,True
856,2026-03-09T22:00:00+05:30,390.841,0.0,28.353,synthetic,True,True,True,True
857,2026-03-09T22:15:00+05:30,400.119,0.0,27.653,synthetic,True,True,True,True
858,2026-03-09T22:30:00+05:30,406.707,0.0,27.81,synthetic,True,True,True,True
859,2026-03-09T22:45:00+05:30,413.474,0.0,27.435,synthetic,True,True,True,True
860,2026-03-09T23:00:00+05:30,406.62,0.0,27.299,synthetic,True,True,True,True
861,2026-03-09T23:15:00+05:30,429.06,0.0,27.212,synthetic,True,True,True,True
862,2026-03-09T23:30:00+05:30,437.15,0.0,26.287,synthetic,True,True,True,True
863,2026-03-09T23:45:00+05:30,419.003,0.0,26.059,synthetic,True,True,True,True
864,2026-03-10T00:00:00+05:30,428.428,0.0,25.962,synthetic,True,True,True,True
865,2026-03-10T00:15:00+05:30,425.283,0.0,26.191,synthetic,True,True,True,True
866,2026-03-10T00:30:00+05:30,393.063,0.0,25.672,synthetic,True,True,True,True
867,2026-03-10T00:45:00+05:30,386.228,0.0,25.169,synthetic,True,True,True,True
868,2026-03-10T01:00:00+05:30,389.324,0.0,24.494,synthetic,True,True,True,True
869,2026-03-10T01:15:00+05:30,378.399,0.0,23.713,synthetic,True,True,True,True
870,2026-03-10T01:30:00+05:30,375.345,0.0,24.187,synthetic,True,True,True,True
871,2026-03-10T01:45:00+05:30,381.708,0.0,24.174,synthetic,True,True,True,True
872,2026-03-10T02:00:00+05:30,400.74,0.0,24.525,synthetic,True,True,True,True
873,2026-03-10T02:15:00+05:30,412.018,0.0,24.521,synthetic,True,True,True,True
874,2026-03-10T02:30:00+05:30,417.344,0.0,24.076,synthetic,True,True,True,True
875,2026-03-10T02:45:00+05:30,441.76,0.0,23.75,synthetic,True,True,True,True
876,2026-03-10T03:00:00+05:30,423.229,0.0,24.048,synthetic,True,True,True,True
877,2026-03-10T03:15:00+05:30,431.139,0.0,24.237,synthetic,True,True,True,True
878,2026-03-10T03:30:00+05:30,423.294,0.0,24.091,synthetic,True,True,True,True
879,2026-03-10T03:45:00+05:30,443.796,0.0,23.957,synthetic,True,True,True,True
880,2026-03-10T04:00:00+05:30,425.087,0.0,23.124,synthetic,True,True,True,True
881,2026-03-10T04:15:00+05:30,442.648,0.0,23.302,synthetic,True,True,True,True
882,2026-03-10T04:30:00+05:30,447.029,0.0,23.493,synthetic,True,True,True,True
883,2026-03-10T04:45:00+05:30,452.104,0.0,23.831,synthetic,True,True,True,True
884,2026-03-10T05:00:00+05:30,455.954,0.0,23.65,synthetic,True,True,True,True
885,2026-03-10T05:15:00+05:30,476.564,0.0,23.989,synthetic,True,True,True,True
886,2026-03-10T05:30:00+05:30,463.715,0.0,24.871,synthetic,True,True,True,True
887,2026-03-10T05:45:00+05:30,463.817,0.0,24.908,synthetic,True,True,True,True
